,0,1,2
17S,1000,1000,200
KONP,4.95,4.09,200
KOTH,5.70,5.15,200
5S0,1000,1000,200
KONO,5.15,4.10,200
28U,1000,1000,200
KPFC,1000,1000,200
22S,1000,1000,200
KPDT,4.00,3.69,200
KHIO,4.95,2.30,200
KPDX,4.95,2.30,200
KTTD,3.95,4.05,200
4S9,1000,1000,200
6S6,1000,1000,200
S39,4.10,3.75,200
64S,1000,1000,200
KRDM,4.51,4.69,200
KREO,1000,1000,200
5S1,1000,1000,200
KSLE,4.75,4.50,200
03S,1000,1000,200
S48,1000,1000,200
8S3,1000,1000,200
KSPB,1000,1000,200
56S,1000,1000,200
45S,1000,1000,200
5S6,1000,1000,200
S21,5.05,3.95,200
KDLS,3.75,3.85,200
KTMK,4.85,3.75,200
5S4,1000,1000,200
S49,1000,1000,200
05S,1000,1000,200
R33,1000,1000,200
35S,1000,1000,200
KXLL,4.94,3.64,200
KAOO,4.99,4.50,200
7N8,1000,1000,200
KBVI,4.93,2.75,200
KHMZ,4.75,5.54,200
N96,5.40,4.99,200
8N1,1000,1000,200
KBFD,1000,1000,200
P17,1000,1000,200
9W8,1000,1000,200
KBTP,4.93,2.75,200
3G9,1000,1000,200
8N4,1000,1000,200
N94,4.42,4.26,200
N74,1000,1000,200
N16,1000,1000,200
KAXQ,1000,1000,200
KFIG,4.59,3.86,200
KMQS,4.89,3.78,200
N10,1000,1000,200
KVVS,4.70,3.65,200
8G2,5.79,4.49,200
8N8,1000,1000,200
0P8,1000,1000,200
KDYL,4.89,4.50,200
N53,1000,1000,200
N43,4.78,2.94,200
9G8,1000,1000,200
22D,1000,1000,200
KERI,5.15,3.40,200
9N1,1000,1000,200
9N3,1000,1000,200
G05,1000,1000,200
KFKL,4.89,3.55,200
9N7,1000,1000,200
6P7,4.25,3.60,200
P91,1000,1000,200
W05,1000,1000,200
4G1,1000,1000,200
29D,5.30,3.60,200
KCXY,4.42,4.26,200
KHZL,4.85,3.50,200
N30,1000,1000,200
KIDI,4.25,3.75,200
31D,1000,1000,200
5G8,1000,1000,200
P96,1000,1000,200
KJST,3.95,2.95,200
07N,1000,1000,200
KLNS,4.31,4.95,200
08N,1000,1000,200
22N,4.49,3.09,200
14N,1000,1000,200
KLHV,5.40,4.25,200
P09,1000,1000,200
KGKJ,4.47,1000,200
P34,1000,1000,200
O03,1000,1000,200
N71,1000,1000,200
P45,1000,1000,200
KMPO,5.02,4.05,200
9D4,4.95,4.10,200
KUCP,1000,1000,200
7G4,1000,1000,200
58N,1000,1000,200
KCKZ,4.66,3.80,200
KPHL,5.85,5.25,200
KLOM,5.59,5.45,200
KPSB,1000,1000,200
1N3,1000,1000,200
KAGC,4.10,2.03,200
KPIT,4.10,2.03,200
9G1,1000,1000,200
P15,1000,1000,200
KPTW,4.89,3.99,200
KZER,5.13,3.73,200
N35,1000,1000,200
KUKT,1000,1000,200
KRDG,4.89,3.16,200
KRVL,4.35,1000,200
KSEG,4.90,4.49,200
N79,3.60,3.15,200
69N,1000,1000,200
S37,1000,1000,200
KOYM,5.75,4.90,200
KUNV,4.35,4.99,200
70N,1000,1000,200
0P2,1000,1000,200
71N,1000,1000,200
6G1,4.39,3.75,200
N57,1000,1000,200
74N,1000,1000,200
76N,1000,1000,200
KAFJ,5.08,3.61,200
KWAY,1000,1000,200
N38,4.90,3.75,200
2N5,1000,1000,200
KOQN,4.98,3.99,200
KWBW,1000,1000,200
KAVP,5.27,3.63,200
KIPT,5.53,4.08,200
KTHV,4.42,4.26,200
KPJC,4.56,2.88,200
KBID,1000,1000,200
KUUU,5.05,5.58,200
KOQU,5.25,5.83,200
KSFZ,5.25,5.53,200
KPVD,7.32,6.47,200
08R,1000,1000,200
KAIK,4.10,3.62,200
KAQX,1000,1000,200
KAND,4.68,4.13,200
KPHH,1000,1000,200
99N,1000,1000,200
KBNL,1000,1000,200
KARW,4.72,3.52,200
KBBP,5.00,3.89,200
52J,1000,1000,200
KCHS,6.27,4.53,200
KJZI,5.49,6.64,200
KCQW,1000,4.25,200
KDCM,4.85,4.55,200
KCEU,4.60,4.35,200
9W9,1000,1000,200
KCAE,4.51,3.13,200
KCUB,4.56,3.60,200
KHYW,3.13,1.88,200
6J7,1000,1000,200
KDLC,1000,1000,200
KFLO,3.46,3.09,200
KGGE,4.55,3.96,200
S17,1000,1000,200
S79,1000,1000,200
KGMU,4.53,5.08,200
KGRD,3.98,3.39,200
KGSP,5.93,4.11,200
3J0,3.95,4.20,200
KHVS,3.78,3.89,200
KHXD,7.27,6.14,200
5J5,1000,1000,200
KCKI,1000,1000,200
51J,1000,1000,200
KLKR,4.83,4.47,200
33A,1000,1000,200
KLUX,1000,1000,200
5J9,1000,1000,200
KMNI,3.51,3.55,200
KMAO,1000,1000,200
S19,1000,1000,200
KMKS,3.99,3.98,200
KLRO,4.50,3.75,200
KMYR,4.01,3.79,200
KCRE,3.97,3.69,200
KOGB,4.19,4.09,200
1DS,1000,1000,200
KPYG,1000,1000,200
6J0,1000,1000,200
KLQK,3.95,3.84,200
3J1,1000,1000,200
6J4,1000,1000,200
KSPA,3.90,3.75,200
6J2,1000,1000,200
KDYB,4.73,4.35,200
KSMS,5.20,4.24,200
58J,1000,1000,200
6J6,1000,1000,200
35A,1000,1000,200
KRBW,4.48,3.25,200
KABR,3.50,3.15,200
3A9,1000,1000,200
KEFC,4.70,4.17,200
6V5,1000,1000,200
KBTN,1000,1000,200
KBKX,5.30,4.95,200
9D2,1000,1000,200
7G9,1000,1000,200
9V9,5.16,3.69,200
5H3,1000,1000,200
D65,1000,1000,200
KCUT,1000,1000,200
6E5,1000,1000,200
84D,1000,1000,200
6V0,1000,1000,200
3W8,1000,1000,200
D07,1000,1000,200
3FU,1000,1000,200
4P3,1000,1000,200
0D8,4.10,3.75,200
9D1,5.20,3.75,200
2E6,1000,1000,200
5T4,1000,1000,200
9D0,1000,1000,200
KHSR,1000,1000,200
8D9,1000,1000,200
KHON,4.19,2.80,200
3Y7,1000,1000,200
5V8,1000,1000,200
6A6,1000,1000,200
8D8,1000,1000,200
Y34,1000,1000,200
KLEM,4.90,5.10,200
9V6,1000,1000,200
5P2,1000,1000,200
1D1,1000,1000,200
KMKA,5.00,3.50,200
KMHE,4.62,3.40,200
KMBG,1000,1000,200
8F6,1000,1000,200
7K7,1000,1000,200
8V3,4.60,4.10,200
KPHP,1000,1000,200
KPIR,4.68,3.47,200
KIEN,1000,1000,200
1D3,1000,1000,200
5P5,1000,1000,200
KRAP,3.98,2.89,200
1D8,1000,1000,200
KFSD,4.99,3.29,200
8D3,1000,1000,200
KSPF,4.99,4.49,200
Y03,4.90,3.33,200
49B,4.75,3.49,200
Y14,4.15,3.45,200
D58,1000,1000,200
KVMR,4.70,4.07,200
KAGZ,1000,1000,200
KATY,4.50,3.50,200
1D7,1000,1000,200
4X4,1000,1000,200
7Q7,1000,1000,200
KICR,1000,1000,200
KYKN,5.12,4.35,200
KMMI,1000,3.95,200
M08,1000,1000,200
0M4,3.13,3.60,200
KGHM,1000,1000,200
KCHA,4.76,5.17,200
1A0,1000,1000,200
KCKV,3.45,3.00,200
KRZR,3.60,3.39,200
M29,1000,1000,200
KFGU,3.94,3.23,200
KMRC,4.18,3.24,200
M04,3.24,3.63,200
KCSV,3.99,3.30,200
2A0,4.42,3.75,200
M02,1000,1000,200
KDYR,3.79,3.85,200
0A9,4.49,3.79,200
KFYM,4.18,2.62,200
1A7,1000,1000,200
KGCY,1000,1000,200
M31,1000,1000,200
0M3,1000,1000,200
M53,3.85,3.05,200
KHZD,3.03,3.28,200
KJAU,4.30,1000,200
KMKL,3.50,3.85,200
2A1,1000,1000,200
KAPT,1000,1000,200
KTYS,5.72,5.18,200
KDKX,4.98,4.89,200
3M7,1000,1000,200
2M2,1000,1000,200
M54,3.99,3.99,200
KLUG,3.15,2.90,200
KPVE,1000,1000,200
M15,1000,1000,200
KMNV,3.24,3.20,200
M93,1000,1000,200
KRNC,3.35,3.24,200
KMEM,6.47,6.21,200
M01,3.18,2.39,200
KNQA,3.00,2.30,200
2M8,3.18,2.39,200
KMOR,4.91,4.18,200
KMBT,3.76,2.56,200
KBNA,4.10,3.49,200
KJWN,4.29,3.54,200
KSCX,3.95,2.92,200
KPHT,1000,1000,200
1M5,3.80,3.70,200
KGZS,3.90,3.25,200
KRKW,4.65,4.25,200
KRVN,1000,1000,200
KSNH,3.75,3.40,200
KSZY,3.31,3.38,200
KGKT,4.60,4.50,200
KUOS,1000,1000,200
KSYI,3.70,3.30,200
0A3,3.55,1000,200
KMQY,4.10,3.49,200
KFYE,3.60,3.25,200
M91,3.35,4.05,200
3A2,1000,1000,200
0M2,1000,1000,200
KTGC,4.28,3.43,200
KTHA,3.35,2.99,200
KUCY,2.95,4.03,200
0M5,1000,2.87,200
KBGF,1000,3.28,200
KABI,3.99,4.49,200
T23,4.35,2.50,200
KALI,4.25,3.75,200
E38,4.51,2.96,200
1E2,1000,1000,200
6R5,1000,1000,200
KAMA,5.76,4.35,200
KTDW,3.80,2.43,200
H81,2.99,1.99,200
1E4,1000,1000,200
T00,4.00,3.40,200
E11,3.16,3.00,200
81D,1000,1000,200
7R9,1000,1000,200
KLBX,2.63,2.58,200
T39,1000,1000,200
KGKY,3.40,3.74,200
F44,1000,1000,200
KATA,1000,1000,200
KAUS,3.99,4.07,200
KEDC,4.90,5.20,200
KHYI,3.99,4.07,200
E30,1000,1000,200
KBYY,3.15,2.00,200
KHPY,3.90,3.20,200
54T,3.95,3.25,200
KBMT,3.52,2.72,200
KBPT,4.80,4.00,200
KBEA,3.99,2.50,200
TX2,1000,1000,200
06R,1000,1000,200
E41,1000,1000,200
KBPG,3.80,3.40,200
07R,1000,1000,200
KBGD,2.70,1.98,200
0F2,3.65,3.02,200
KBBD,3.39,2.99,200
KBKD,4.89,5.09,200
11R,2.49,2.59,200
KXBP,2.60,2.00,200
KBFE,3.25,2.66,200
KBRO,4.95,3.29,200
KCFD,4.12,2.86,200
KBMQ,2.99,3.55,200
7F3,1000,1000,200
KRWV,1000,1000,200
T35,4.36,2.98,200
KHHF,1000,3.29,200
7F5,1000,1000,200
KCZT,3.95,4.15,200
4F2,1000,1000,200
T80,1000,1000,200
9S1,1000,1000,200
F17,3.99,3.85,200
KCDS,4.10,3.25,200
3T8,1000,1000,200
KGZN,1000,3.20,200
3F2,1000,1000,200
E34,1000,1000,200
KLBR,1000,1000,200
6R3,1000,1000,200
7F7,1000,1000,200
KCOM,1000,1000,200
KCLL,2.49,2.59,200
T32,1000,1000,200
T88,1000,1000,200
66R,3.25,3.00,200
2F7,1000,1000,200
55T,1000,1000,200
KCRP,3.70,4.20,200
KCRS,1000,1000,200
KCOT,4.29,3.29,200
E13,1000,1000,200
KDKR,1000,1000,200
8F3,1000,1000,200
T71,1000,1000,200
KDHT,3.38,2.39,200
KDAL,4.19,3.74,200
KADS,4.19,3.74,200
KTKI,4.89,3.89,200
KRBD,3.20,3.00,200
F69,1000,1000,200
1F7,1000,1000,200
KDFW,5.10,4.40,200
KLUD,3.99,3.39,200
58T,1000,1000,200
09T,1000,1000,200
KDRT,3.98,3.71,200
2E5,1000,1000,200
KDTO,4.19,4.18,200
E57,5.20,5.20,200
23R,1000,1000,200
24R,1000,1000,200
T55,1000,1000,200
9F0,1000,1000,200
KDUX,1000,1.80,200
KELA,3.24,3.05,200
5T9,5.40,4.40,200
KETN,1000,3.20,200
KEBG,2.94,2.32,200
26R,1000,1000,200
KELP,4.49,3.95,200
27R,1000,1000,200
E35,1000,1000,200
KBKS,4.69,3.99,200
TX6,1000,1000,200
41F,4.45,2.60,200
T93,1000,1000,200
KGRK,1000,1000,200
KFST,4.39,3.55,200
KAFW,4.19,4.18,200
KFWS,3.50,4.25,200
T67,1000,1000,200
4T2,1000,1000,200
9F9,1000,1000,200
50F,3.63,3.41,200
T25,1000,1000,200
T82,4.35,3.45,200
T19,1000,1000,200
X09,1000,1000,200
KGLE,2.99,1.95,200
KGLS,4.35,3.99,200
KGOP,1000,1000,200
8T6,1000,3.65,200
KGTU,4.30,3.78,200
KGYB,4.10,3.90,200
KJXI,1000,1000,200
07F,1000,1000,200
T20,1000,1000,200
3T0,1000,1000,200
F35,1000,1000,200
KRPH,2.36,2.89,200
10F,1000,1000,200
KGDJ,1000,3.00,200
KGPM,3.19,3.43,200
KGVT,3.19,3.50,200
33R,1000,1000,200
E19,1000,1000,200
34R,1000,1000,200
KMNZ,1000,1000,200
KHRL,4.77,2.75,200
15F,1000,1000,200
KLHB,1000,1000,200
KHBV,1000,1000,200
KHRX,3.19,3.39,200
1X1,1000,1000,200
KINJ,2.78,2.25,200
KHDO,3.86,3.10,200
KDZB,5.24,4.74,200
KHOU,3.23,3.60,200
KIAH,4.60,3.60,200
KDWH,4.00,3.50,200
KCXO,3.99,3.50,200
KEFD,5.58,4.68,200
KTME,3.23,3.60,200
KIWS,3.26,3.07,200
KLVJ,3.90,1.99,200
KAXH,3.85,3.04,200
9X1,1000,1000,200
T51,1000,1000,200
2H5,1000,1000,200
39R,1000,1000,200
KTFP,3.70,4.20,200
2F0,1000,1000,200
21F,1000,1000,200
KJSO,2.63,2.97,200
KJAS,4.50,3.85,200
22F,1000,1000,200
24F,1000,1000,200
6F7,1000,1000,200
KJCT,3.25,2.50,200
3T6,1000,1000,200
XA0,1000,1000,200
2R9,3.99,3.24,200
KERV,3.50,3.45,200
KILE,3.60,3.60,200
KIKG,3.80,3.25,200
T12,1000,1000,200
45R,5.30,4.80,200
29F,1000,1000,200
E58,1000,1000,200
3T5,3.26,1000,200
T41,3.95,2.95,200
TX0,1000,1000,200
KRYW,1000,1000,200
T89,6.02,5.01,200
30F,1000,1000,200
KLUV,3.10,2.18,200
KLZZ,1000,1000,200
KLNC,2.85,2.25,200
KLRD,5.61,4.57,200
49R,1000,1000,200
KLLN,3.35,3.15,200
T78,3.80,2.95,200
7T0,1000,1000,200
KLIU,1000,1000,200
KAQO,3.10,2.85,200
50R,1000,1000,200
KGGG,4.20,3.20,200
T26,1000,1000,200
KLBB,3.99,4.49,200
F82,3.65,2.85,200
KLFK,3.59,3.49,200
51R,3.93,3.86,200
3T2,1000,1000,200
KMRF,1000,4.98,200
T15,1000,1000,200
KASL,3.45,2.85,200
T92,1000,1000,200
KMFE,3.99,3.85,200
E48,1000,1000,200
T31,1000,1000,200
F21,1000,1000,200
T50,1000,1000,200
KHQZ,3.20,3.00,200
KLXY,1000,1000,200
3E0,1000,1000,200
KMAF,3.53,3.77,200
KMDD,4.01,3.94,200
7T7,3.71,2.39,200
T56,1000,1000,200
3F9,1000,1000,200
KJDD,3.24,4.60,200
KMWL,3.39,3.49,200
E01,1000,1000,200
F85,1000,1000,200
KOSA,1000,2.98,200
6X0,1000,1000,200
2T1,1000,1000,200
37F,3.00,4.00,200
KOCH,3.69,3.29,200
60R,5.34,3.70,200
KBAZ,3.99,3.20,200
61R,1000,1000,200
KODO,3.53,3.77,200
KONY,1000,1000,200
KORG,2.58,2.40,200
3F6,1000,1000,200
KPSX,1000,1000,200
KPSN,3.00,2.89,200
T13,1000,1000,200
KPPA,3.80,3.00,200
T45,1000,1000,200
KPRX,3.29,2.99,200
T79,1000,1000,200
T30,1000,1000,200
KPYX,3.25,2.73,200
T24,1000,1000,200
F98,1000,1000,200
KPVW,3.20,2.00,200
KPEZ,3.50,3.10,200
74T,1000,1000,200
KRAS,1000,1000,200
KPKV,3.85,3.55,200
T05,1000,1000,200
9R5,1000,1000,200
5F1,1000,1000,200
KPRS,4.04,4.98,200
3T9,1000,1000,200
F01,1000,1000,200
T14,1000,1000,200
F23,1000,1000,200
KRFG,4.45,4.25,200
T76,1000,1000,200
67R,1000,1000,200
52F,1000,1000,200
KRBO,1000,1000,200
KRCK,1000,1000,200
KRKP,3.70,3.80,200
KECU,1000,1000,200
F46,3.25,3.00,200
T54,1000,1000,200
56F,1000,1000,200
2TX,1000,1000,200
KSJT,4.39,3.41,200
KSAT,6.95,5.59,200
5C1,3.99,3.25,200
KSKF,5.90,5.65,200
1T8,1000,1000,200
1T7,1000,1000,200
T94,1000,1000,200
8T8,1000,1000,200
74R,1000,1000,200
78R,1000,1000,200
81R,1000,1000,200
T58,1000,1000,200
T87,1000,1000,200
F97,1000,1000,200
E70,4.39,3.19,200
KGNC,1000,3.40,200
60F,1000,1000,200
2F1,1000,1000,200
KSWI,1000,1000,200
KGYI,3.79,3.59,200
T69,3.90,4.05,200
F49,3.25,2.90,200
T28,1000,1000,200
84R,1000,1000,200
KSNK,4.30,3.40,200
53T,1000,1000,200
KSOA,1000,1000,200
E42,1000,1000,200
88R,1000,1000,200
63F,1000,1000,200
KSEP,3.65,3.00,200
H70,1000,1000,200
KSLR,3.58,2.77,200
X43,1000,1000,200
2KL,1000,1000,200
KSWW,1000,1000,200
2F4,1000,1000,200
T74,2.85,3.05,200
KTPL,2.84,3.19,200
KTRL,3.25,3.00,200
72F,1000,1000,200
I06,1000,1000,200
KTYR,4.28,2.95,200
KUVA,3.70,4.00,200
9F1,1000,1000,200
KVHN,4.60,3.45,200
F05,3.20,3.75,200
KVCT,4.04,3.50,200
KACT,1000,1000,200
KCNW,4.96,3.35,200
KPWG,4.95,4.18,200
73F,1000,1000,200
KWEA,1000,1000,200
F78,1000,1000,200
KTXW,3.10,2.15,200
KARM,1000,1000,200
94R,1000,1000,200
T59,1000,1000,200
T29,1000,1000,200
5TX,1000,1000,200
KSPS,5.45,5.80,200
KCWC,3.41,2.86,200
F14,1000,1000,200
KINK,3.10,2.95,200
T90,1000,1000,200
F51,4.36,4.04,200
77F,1000,1000,200
09R,1000,1000,200
T85,1000,1000,200
KAPY,4.60,3.55,200
U52,1000,1000,200
KBDG,5.70,4.95,200
KBTF,1000,1000,200
KBMC,4.65,3.50,200
KBCE,5.05,4.30,200
KCDC,4.90,5.15,200
UT9,1000,1000,200
KDTA,4.20,3.65,200
U69,1000,1000,200
1L7,1000,1000,200
KFOM,4.01,3.66,200
U07,1000,1000,200
U34,1000,1000,200
U96,1000,1000,200
KHVE,1000,1000,200
KHCR,3.95,3.30,200
69V,1000,1000,200
1L8,1000,1000,200
KKNB,4.85,4.40,200
38U,1000,1000,200
KLGU,5.21,3.85,200
40U,1000,1000,200
41U,5.06,4.06,200
KMLF,4.99,3.85,200
KCNY,5.30,4.72,200
U64,5.52,4.40,200
U14,4.75,3.35,200
KOGD,3.95,3.30,200
U55,1000,1000,200
1L9,5.62,1000,200
KPUC,4.65,4.07,200
KPVU,5.45,4.93,200
KRIF,4.50,3.14,200
74V,1000,1000,200
KSLC,3.95,3.30,200
U42,4.85,4.30,200
KSPK,5.09,3.69,200
KSGU,5.45,5.19,200
KTVY,1000,1000,200
KVEL,4.90,3.85,200
KENV,4.50,3.55,200
KMPV,5.50,4.98,200
KDDH,1000,1000,200
KFSO,3.85,4.25,200
5B1,1000,1000,200
KCDA,1000,1000,200
6B0,1000,1000,200
KMVL,4.38,1000,200
KEFK,3.85,3.69,200
2B9,1000,1000,200
KRUT,4.66,4.41,200
VT8,1000,1000,200
B06,1000,1000,200
0B7,1000,1000,200
4V8,1000,1000,200
KVJI,4.19,3.46,200
KBCB,5.08,2.83,200
KBKT,4.68,4.10,200
KVBW,1000,1000,200
0V4,1000,1000,200
KCHO,5.75,5.45,200
KCXE,1000,1000,200
W63,1000,1000,200
W81,1000,1000,200
KCJR,4.25,3.95,200
KDAN,5.00,3.15,200
KPSK,4.88,4.85,200
KEMV,1000,1000,200
W90,1000,1000,200
KFKN,4.40,3.75,200
KEZF,3.99,3.69,200
KFRR,1000,1000,200
KHLX,4.49,4.25,200
KGVE,1000,1000,200
KHSP,3.95,3.95,200
0VG,1000,1000,200
W31,1000,1000,200
KJYO,6.00,5.39,200
KLKU,4.75,4.10,200
KLUA,4.80,3.80,200
KLYH,4.94,4.75,200
W24,1000,1000,200
KMKJ,4.65,3.75,200
KMTV,4.19,3.95,200
KMFV,1000,4.18,200
W91,1000,1000,200
KPHF,5.00,4.50,200
KORF,4.69,3.49,200
KPVG,4.69,3.49,200
KCPK,4.69,3.39,200
KOMH,1000,1000,200
KPTB,4.20,3.60,200
W96,1000,1000,200
KRIC,5.67,3.53,200
KFCI,5.50,4.00,200
KOFP,4.55,3.55,200
KROA,5.80,5.36,200
W75,1000,1000,200
W78,1000,1000,200
KAVC,4.70,3.89,200
KRMN,4.50,3.75,200
KSHD,5.23,4.59,200
KTGI,1000,1000,200
KXSA,1000,1000,200
KAKQ,1000,1000,200
KHWY,3.75,2.50,200
W13,1000,1000,200
9VG,1000,1000,200
KFYJ,4.60,3.89,200
KJGG,5.00,4.25,200
KOKV,4.14,4.35,200
74S,4.30,3.31,200
D69,1000,1000,200
KAWO,3.74,3.60,200
S50,1000,1000,200
4W0,1000,1000,200
W52,1000,1000,200
W58,1000,1000,200
KBLI,5.11,4.27,200
KPWT,4.24,3.79,200
KBVS,3.79,3.00,200
1W1,1000,1000,200
8S2,1000,1000,200
KCLS,3.41,2.08,200
S10,4.93,3.94,200
9WA,1000,1000,200
1S9,1000,1000,200
S93,1000,1000,200
2W1,1000,1000,200
S94,1000,1000,200
00W,1000,1000,200
S95,1000,1000,200
63S,1000,1000,200
3W5,1000,1000,200
S16,1000,1000,200
1S2,1000,1000,200
KDEW,4.98,3.90,200
KESW,1000,1000,200
KORS,1000,1000,200
2W3,1000,1000,200
3W7,1000,1000,200
KELN,4.89,4.37,200
KEPH,1000,1000,200
S18,1000,1000,200
KFHR,1000,1000,200
S20,1000,1000,200
21W,1000,1000,200
KHQM,5.00,3.99,200
7W1,1000,1000,200
S23,1000,1000,200
W09,1000,1000,200
KKLS,5.10,4.35,200
W10,1000,1000,200
69S,1000,1000,200
27W,1000,1000,200
0S0,1000,1000,200
S31,1000,1000,200
38W,1000,1000,200
8W3,1000,1000,200
M94,1000,1000,200
W12,1000,1000,200
09S,1000,1000,200
W16,1000,1000,200
39P,1000,1000,200
KMWH,1000,1000,200
W20,1000,1000,200
KOKH,1000,1000,200
W04,1000,1000,200
S35,1000,1000,200
KOLM,4.64,3.67,200
44T,1000,1000,200
KOMK,4.58,2.93,200
0S7,1000,1000,200
S70,1000,1000,200
55S,1000,1000,200
KPSC,5.97,3.23,200
1RL,1000,1000,200
0S9,1000,1000,200
S40,1000,1000,200
KPUW,1000,1000,200
KPLU,1000,1000,200
KUIL,1000,1000,200
80T,1000,1000,200
KRNT,4.07,3.82,200
R49,1000,1000,200
4S6,1000,1000,200
33S,1000,1000,200
8W9,1000,1000,200
72S,1000,1000,200
KBFI,4.99,3.83,200
KSEA,1000,1000,200
11S,1000,1000,200
W28,1000,1000,200
8W5,1000,1000,200
S88,1000,1000,200
S43,3.81,3.53,200
2S9,1000,1000,200
3B8,1000,1000,200
KGEG,6.06,5.68,200
KSFF,4.22,3.88,200
13W,1000,1000,200
16W,1000,1000,200
1S5,1000,1000,200
KTIW,4.49,2.92,200
73S,1000,1000,200
KTDO,1000,1000,200
W01,1000,1000,200
2S0,1000,1000,200
KVUO,1000,1000,200
W56,1000,1000,200
KALW,1000,4.28,200
2S4,1000,1000,200
2S5,1000,1000,200
KEAT,5.04,3.63,200
14S,1000,1000,200
2S8,1000,1000,200
5W1,1000,1000,200
S52,4.40,3.95,200
W27,1000,1000,200
70D,1000,1000,200
KBKW,4.85,3.75,200
W35,1000,1000,200
KBLF,4.85,3.75,200
W22,4.25,3.90,200
KCRW,4.55,3.36,200
KCKB,3.48,3.96,200
4G7,1000,1000,200
KHTS,4.68,3.78,200
I41,1000,1000,200
KLWB,4.92,4.63,200
6L4,4.80,3.95,200
KMRB,5.25,5.05,200
12V,1000,1000,200
KMGW,4.00,3.50,200
KMPG,1000,1000,200
KPKB,4.90,3.50,200
W99,4.70,4.00,200
79D,1000,1000,200
9W3,1000,1000,200
I16,1000,1000,200
3I2,1000,1000,200
I18,1000,1000,200
6W0,1000,1000,200
KUSW,1000,1000,200
55I,1000,1000,200
KSXL,1000,1000,200
48I,4.90,4.30,200
KHLG,4.86,3.38,200
KEBD,1000,1000,200
54W,1000,1000,200
KAHH,4.29,3.49,200
KATW,4.59,3.89,200
KASX,1000,4.00,200
KDLL,3.89,3.49,200
9Y7,1000,1000,200
44C,1000,1000,200
KBCK,4.85,4.31,200
KOVS,1000,1000,200
KBDJ,1000,1000,200
3T3,1000,1000,200
02C,1000,1000,200
KBUU,3.19,1.59,200
3CU,1000,1000,200
49C,1000,1000,200
C74,1000,1000,200
Y23,1000,1000,200
11Y,1000,1000,200
Y55,1000,1000,200
3D1,1000,1000,200
KUBE,3.99,4.50,200
C59,1000,1000,200
5G4,1000,1000,200
KEGV,4.25,3.30,200
57C,1000,1000,200
KEAU,4.62,4.42,200
58C,1000,1000,200
3D2,1000,1000,200
KFLD,3.92,3.79,200
61C,4.29,3.38,200
62C,3.50,2.50,200
63C,1000,1000,200
KGTG,1000,1000,200
KGRB,3.99,4.19,200
KHXF,3.80,2.80,200
KHYR,3.75,3.75,200
Y77,1000,1000,200
KJVL,3.85,3.90,200
KUNU,1000,1000,200
KENW,3.97,2.77,200
KLSE,5.04,3.96,200
4R5,1000,1000,200
KRCX,3.99,3.84,200
73C,1000,1000,200
KLNL,1000,1000,200
KLNR,3.98,1000,200
KMSN,4.39,3.99,200
87Y,1000,1000,200
D25,1000,1000,200
KMTW,1000,1000,200
KMFI,1000,1000,200
KMDZ,1000,1000,200
KRRL,1000,1000,200
C29,3.75,3.05,200
KMKE,4.65,6.19,200
KMWC,4.99,4.35,200
KMRJ,1000,1000,200
KARV,4.74,3.79,200
KEFT,3.00,2.70,200
KCWA,4.09,3.74,200
KDAF,1000,1000,200
KVIQ,1000,1000,200
8D1,1000,1000,200
82C,4.15,3.75,200
KRNH,1000,1000,200
KOCQ,1000,1000,200
KOEO,3.65,3.50,200
KOSH,4.59,4.19,200
88C,1000,1000,200
KPKF,1000,1000,200
KPVB,4.05,3.00,200
C47,3.74,4.55,200
KPDC,4.69,4.39,200
91C,1000,1000,200
5N2,1000,1000,200
92C,4.86,4.33,200
KRAC,1000,1000,200
C35,3.99,1000,200
KRHI,4.63,3.89,200
93C,1000,1000,200
94C,1000,1000,200
96C,1000,1000,200
KEZS,1000,1000,200
KSBM,4.39,4.49,200
KSSQ,1000,1000,200
W34,1000,1000,200
KOLG,1000,1000,200
KCMY,1000,1000,200
1H9,1000,1000,200
KSTE,1000,4.08,200
KSUE,4.89,4.49,200
C89,1000,1000,200
KSUW,4.49,3.50,200
7P5,1000,1000,200
40D,1000,1000,200
KTKV,1000,1000,200
W19,1000,1000,200
Y51,1000,1000,200
7V3,1000,1000,200
2P2,1000,1000,200
KRYV,1000,1000,200
KUES,4.75,3.90,200
6P3,1000,1000,200
KPCZ,4.18,3.21,200
Y50,1000,1000,200
KETB,3.92,3.79,200
5Y3,1000,1000,200
W23,1000,1000,200
KISW,3.99,3.80,200
4D1,1000,1000,200
KAFO,4.90,3.90,200
KBPI,4.85,3.71,200
KBYG,3.99,5.00,200
KCPR,5.05,5.90,200
KHAD,1000,1000,200
KCYS,4.00,2.99,200
KCOD,4.49,4.20,200
U06,1000,1000,200
U68,1000,1000,200
KDWX,1000,1000,200
KDUB,4.95,4.40,200
KEVW,3.95,3.30,200
KFBR,1000,1000,200
KGCC,5.05,4.90,200
76V,1000,1000,200
48U,1000,1000,200
KGEY,4.89,4.79,200
KGUR,1000,1000,200
W43,4.99,4.59,200
KEMM,5.11,3.82,200
KLND,4.53,4.05,200
KLAR,4.25,3.70,200
KLSK,1000,1000,200
80V,1000,1000,200
KECS,4.98,4.46,200
82V,1000,1000,200
KPOY,4.73,4.20,200
KRWL,4.80,4.65,200
KRIW,4.80,4.80,200
KRKS,4.49,3.99,200
KSAA,4.80,4.75,200
