,city,icao,lat,lon,name,state,LL,JA
1326,Winchester,KOKV,39.14350128,-78.14440155,Winchester Regional Airport,Virginia,4.14,4.35
1327,Sandersville,KOKZ,32.9667015076,-82.8382034302,Kaolin Field,Georgia,4.50,4.50
1328,Old Town,KOLD,44.95280075,-68.67430115,Dewitt FieldOld Town Municipal Airport,Maine,4.74,3.90
1329,Olean,KOLE,42.24119949,-78.37139893,Cattaraugus County-Olean Airport,New-York,5.20,4.75
1330,Wolf Point,KOLF,48.0945014954,-105.5749969482,L M Clayton Airport,Montana,3.94,3.39
1331,Olympia,KOLM,46.9693985,-122.9029999,Olympia Regional Airport,Washington,4.64,3.67
1332,Nogales,KOLS,31.4176998138,-110.8479995728,Nogales International Airport,Arizona,5.50,4.61
1333,Olive Branch,KOLV,34.9786987305,-89.7869033813,Olive Branch Airport,Mississippi,2.99,3.40
1334,Olney-Noble,KOLY,38.7218017578,-88.176399231,Olney Noble Airport,Illinois,4.00,2.75
1335,Oelwein,KOLZ,42.6808013916,-91.9745025635,Oelwein Municipal Airport,Iowa,5.05,3.85
1336,Omaha,KOMA,41.3031997681,-95.8940963745,Eppley Airfield,Nebraska,3.65,2.79
1337,Omak,KOMK,48.4644012451,-119.5179977417,Omak Airport,Washington,4.58,2.93
1338,Ormond Beach,KOMN,29.3006000519,-81.1136016846,Ormond Beach Municipal Airport,Florida,4.14,4.45
1339,Winona,KONA,44.07720184,-91.70829773,Winona Municipal-Max Conrad Field,Minnesota,5.03,4.04
1340,Ontario,KONO,44.0205001831,-117.013999939,Ontario Municipal Airport,Oregon,5.15,4.10
1341,Newport,KONP,44.5803985596,-124.0579986572,Newport Municipal Airport,Arkansas,4.95,4.09
1342,Ontario,KONT,34.0559997559,-117.6009979248,Ontario International Airport,California,3.79,2.95
1343,Currituck,KONX,36.39889908,-76.01629639,Currituck County Regional Airport,North-Carolina,3.89,3.70
1344,Oskaloosa,KOOA,41.2262001,-92.49389648,Oskaloosa Municipal Airport,Iowa,3.75,4.50
1345,Miami,KOPF,25.90699959,-80.27839661,Opa-locka Executive Airport,Florida,4.09,2.29
1346,Thomaston,KOPN,32.95460129,-84.26319885,Thomaston Upson County Airport,Georgia,2.90,3.20
1347,West Chester,KOQN,39.9901008606,-75.5819015503,Brandywine Airport,Pennsylvania,4.98,3.99
1348,North Kingstown,KOQU,41.5970993042,-71.4121017456,Quonset State Airport,Rhode-Island,5.25,5.83
1349,Orr,KORB,48.0158996582,-92.8561019897,Orr Regional Airport,Minnesota,4.82,2.99
1350,Chicago,KORD,41.97859955,-87.90480042,Chicago O'Hare International Airport,Illinois,4.80,2.85
1351,Orange,KORE,42.570098877,-72.2885971069,Orange Municipal Airport,Massachusetts,N/A,4.70
1352,Norfolk,KORF,36.8945999146,-76.2012023926,Norfolk International Airport,Virginia,4.69,3.49
1353,Orange,KORG,30.0692005157,-93.8009033203,Orange County Airport,Texas,2.58,2.40
1354,Worcester,KORH,42.2672996521,-71.8757019043,Worcester Regional Airport,Massachusetts,5.50,6.36
1355,North Little Rock,KORK,34.83309937,-92.25409698,North Little Rock Municipal Airport,Arkansas,3.99,3.67
1356,Orlando,KORL,28.5454998016,-81.332901001,Executive Airport,Florida,5.20,5.74
1357,Mount Pleasant,KOSA,33.09550095,-94.96150208,Mount Pleasant Regional Airport,Texas,N/A,2.98
1358,Oscoda,KOSC,44.45159912,-83.39409637,Oscoda Wurtsmith Airport,Michigan,3.95,3.80
1359,Oshkosh,KOSH,43.9844017029,-88.5569992065,Wittman Regional Airport,Wisconsin,4.59,4.19
1360,Columbus,KOSU,40.0797996521,-83.0729980469,Ohio State University Airport,Ohio,5.19,3.25
1361,Worthington,KOTG,43.6551017761,-95.5792007446,Worthington Municipal Airport,Minnesota,N/A,3.65
1362,North Bend,KOTH,43.417098999,-124.2460021973,Southwest Oregon Regional Airport,Oregon,5.70,5.15
1363,Ottumwa,KOTM,41.10660172,-92.44789886,Ottumwa Regional Airport,Iowa,3.60,2.98
1364,Norman,KOUN,35.2456016541,-97.4720993042,University of Oklahoma Westheimer Airport,Oklahoma,4.81,3.97
1365,Oroville,KOVE,39.4878005981,-121.6220016479,Oroville Municipal Airport,California,4.25,4.25
1366,Owatonna,KOWA,44.12340164,-93.26059723,Owatonna Degner Regional Airport,Minnesota,3.84,3.59
1367,Owensboro,KOWB,37.74010086,-87.16680145,Owensboro Daviess County Airport,Kentucky,4.75,5.40
1368,Norwood,KOWD,42.1904983521,-71.1728973389,Norwood Memorial Airport,Massachusetts,4.57,4.12
1369,Ottawa,KOWI,38.5387001038,-95.2529983521,Ottawa Municipal Airport,Kansas,3.69,3.35
1370,Norridgewock,KOWK,44.71549988,-69.86650085,Central Maine Arpt of Norridgewock Airport,Maine,3.99,2.69
1371,Ottawa,KOWX,41.03559875,-83.98200226,Putnam County Airport,Ohio,4.69,3.79
1372,Ocean City,KOXB,38.3103981018,-75.1240005493,Ocean City Municipal Airport,Maryland,5.00,4.15
1373,Oxford,KOXC,41.4785995483,-73.1352005005,Waterbury Oxford Airport,Connecticut,6.41,5.70
1374,Oxford,KOXD,39.50230026,-84.78440094,Miami University Airport,Ohio,4.99,N/A
1375,Oxnard,KOXR,34.2008018494,-119.2070007324,Oxnard Airport,California,4.75,3.00
1376,Knoxville,KOXV,41.2989006042,-93.1138000488,Knoxville Municipal Airport,Iowa,3.75,3.45
1377,St Marys,KOYM,41.4124984741,-78.5026016235,St Marys Municipal Airport,Pennsylvania,5.75,4.90
1378,Ozona,KOZA,30.7353000641,-101.2030029297,Ozona Municipal Airport,Texas,4.35,3.95
1379,Howell,KOZW,42.62919998,-83.98210144,Livingston County Spencer J. Hardy Airport,Michigan,4.20,2.65
1380,Coolidge,KP08,32.9359016418,-111.4270019531,Coolidge Municipal Airport,Arizona,3.49,2.76
1381,Holbrook,KP14,34.940700531,-110.138000488,Holbrook Municipal Airport,Arizona,3.79,3.39
1382,Parker,KP20,34.1506004333,-114.2710037231,Avi Suquilla Airport,Arizona,4.99,3.22
1383,Cottonwood,KP52,34.7299995422,-112.0350036621,Cottonwood Airport,Arizona,3.39,2.99
1384,Everett,KPAE,47.90629959,-122.2819977,Snohomish County (Paine Field) Airport,Washington,4.94,3.55
1385,Paducah,KPAH,37.060798645,-88.7738037109,Barkley Regional Airport,Kentucky,4.60,3.40
1386,Palo Alto,KPAO,37.461101532,-122.1149978638,Palo Alto Airport of Santa Clara County,California,4.15,3.44
1387,Pine Bluff,KPBF,34.1730995178,-91.9356002808,Grider Field,Arkansas,2.95,3.40
1388,Plattsburgh,KPBG,44.6509017944,-73.4681015015,Plattsburgh International Airport,New-York,5.15,4.10
1389,West Palm Beach,KPBI,26.6832008362,-80.0955963135,Palm Beach International Airport,Florida,4.96,0.00
1390,Pikeville,KPBX,37.5617981,-82.56639862,Pike County-Hatcher Field,Kentucky,4.00,2.90
1391,"Perryville, Missouri",KPCD,37.8686667,-89.8621389,Perryville Regional Airport,Missouri,3.40,3.25
1392,Plant City,KPCM,28.00020027,-82.16419983,Plant City Municipal Airport,Florida,4.90,4.40
1393,Port Clinton,KPCW,41.5163002014,-82.8686981201,Carl R Keller Field,Ohio,4.15,3.16
1394,Waupaca,KPCZ,44.33330154,-89.01979828,Waupaca Municipal Airport,Wisconsin,4.18,3.21
1395,Prairie Du Chien,KPDC,43.0192985535,-91.1237030029,Prairie Du Chien Municipal Airport,Wisconsin,4.69,4.39
1396,Atlanta,KPDK,33.8755989075,-84.3020019531,DeKalb Peachtree Airport,Georgia,5.42,4.41
1397,Pendleton,KPDT,45.695098877,-118.841003418,Eastern Oregon Regional At Pendleton Airport,Oregon,4.00,3.69
1398,Portland,KPDX,45.58869934,-122.5979996,Portland International Airport,Oregon,4.95,2.30
1399,Pella,KPEA,41.400100708,-92.9458999634,Pella Municipal Airport,Iowa,3.75,4.50
1400,Penn Yan,KPEO,42.6371002197,-77.0529022217,Penn Yan Airport,New-York,3.99,2.99
1401,Pecos,KPEQ,31.3824005127,-103.5110015869,Pecos Municipal Airport,Texas,3.85,3.55
1402,Pleasanton,KPEZ,28.9542007446,-98.5199966431,Pleasanton Municipal Airport,Texas,3.50,3.10
1403,Page,KPGA,36.92610168,-111.447998,Page Municipal Airport,Arizona,4.60,4.10
1404,Punta Gorda,KPGD,26.920200350000002,-81.9905014,Charlotte County Airport,Florida,2.78,3.24
1405,Paragould,KPGR,36.06290054,-90.50779724,Kirk Field,Arkansas,3.52,2.99
1406,Greenville,KPGV,35.6352005,-77.38529968,Pitt Greenville Airport,North-Carolina,4.85,4.30
1407,New Philadelphia,KPHD,40.4709014893,-81.4197006226,Harry Clever Field,Ohio,4.44,3.70
1408,Newport News,KPHF,37.13190079,-76.49299622,Newport News Williamsburg International Airport,Virginia,5.00,4.50
1409,Phillipsburg,KPHG,39.7358016968,-99.3171005249,Phillipsburg Municipal Airport,Kansas,N/A,3.54
1410,Pahokee,KPHK,26.78499985,-80.69339752,Palm Beach Co Glades Airport,Florida,5.69,5.76
1411,Philadelphia,KPHL,39.8718986511,-75.2410964966,Philadelphia International Airport,Pennsylvania,5.85,5.25
1412,Port Huron,KPHN,42.9109993,-82.52890015,St Clair County International Airport,Michigan,5.00,4.60
1413,Phoenix,KPHX,33.434299469,-112.0120010376,Phoenix Sky Harbor International Airport,Arizona,5.13,4.50
1414,Peoria,KPIA,40.6641998291,-89.6932983398,Greater Peoria Regional Airport,Illinois,5.65,4.20
1415,Hattiesburg/Laurel,KPIB,31.4671001434,-89.337097168,Hattiesburg Laurel Regional Airport,Mississippi,4.50,3.70
1416,St Petersburg-Clearwater,KPIE,27.91020012,-82.68740082,St Petersburg Clearwater International Airport,Florida,5.29,5.14
1417,Pocatello,KPIH,42.9098014832,-112.5960006714,Pocatello Regional Airport,Idaho,5.25,4.44
1418,Port Isabel,KPIL,26.1662006378,-97.3459014893,Port Isabel Cameron County Airport,Texas,4.54,2.80
1419,Pine Mountain,KPIM,32.8406982422,-84.8824005127,Harris County Airport,Georgia,3.59,2.99
1420,Pierre,KPIR,44.38270187,-100.2860031,Pierre Regional Airport,South-Dakota,4.68,3.47
1421,Pittsburgh,KPIT,40.49150085,-80.23290253,Pittsburgh International Airport,Pennsylvania,4.10,2.03
1422,Zelienople,KPJC,40.80160141,-80.16069794,Zelienople Municipal Airport,Pennsylvania,4.56,2.88
1423,Parkersburg,KPKB,39.3451004028,-81.439201355,Mid Ohio Valley Regional Airport,West-Virginia,4.90,3.50
1424,Park Rapids,KPKD,46.90060043,-95.07309723,Park Rapids Municipal Konshok Field,Minnesota,3.75,3.95
1425,Port Lavaca,KPKV,28.65399933,-96.6812973,Calhoun County Airport,Texas,3.85,3.55
1426,Portland,KPLD,40.45080185,-84.99009705,Portland Municipal Airport,Indiana,N/A,2.99
1427,Point Lookout,KPLK,36.62590027,-93.22889709,M. Graham Clark-Taney County Airport,Missouri,4.49,4.29
1428,Pellston,KPLN,45.57089996,-84.79669952,Pellston Regional Airport of Emmet County Airport,Michigan,5.35,4.94
1429,Pell City,KPLR,33.5587997437,-86.2490997314,St Clair County Airport,Alabama,3.60,3.60
1430,Portsmouth,KPMH,38.8404998779,-82.8472976685,Greater Portsmouth Regional Airport,Ohio,4.91,4.67
1431,Pompano Beach,KPMP,26.2471008301,-80.1110992432,Pompano Beach Airpark,Florida,3.89,3.49
1432,Plymouth,KPMZ,35.8083992004,-76.7593002319,Plymouth Municipal Airport,North-Carolina,3.92,2.75
1433,Pinedale,KPNA,42.79550171,-109.8069992,Ralph Wenz Field,Wyoming,N/A,4.05
1434,Ponca City,KPNC,36.73199844,-97.09980011,Ponca City Regional Airport,Oklahoma,3.30,2.65
1435,Philadelphia,KPNE,40.08190155,-75.01059723,Northeast Philadelphia Airport,Pennsylvania,6.55,5.37
1436,Pensacola,KPNS,30.473400116,-87.1865997314,Pensacola Regional Airport,Florida,4.25,3.95
1437,Pontiac,KPNT,40.9244003296,-88.6239013672,Pontiac Municipal Airport,Illinois,3.61,3.21
1438,La Verne,KPOC,34.0915985107,-117.7819976807,Brackett Field,Minnesota,5.59,4.49
1439,Poplar Bluff,KPOF,36.7738990784,-90.3248977661,Poplar Bluff Municipal Airport,Missouri,3.50,3.50
1440,Poughkeepsie,KPOU,41.6265983582,-73.8842010498,Dutchess County Airport,New-York,4.90,4.62
1441,Powell,KPOY,44.8671989441,-108.7929992676,Powell Municipal Airport,Wyoming,4.73,4.20
1442,Pampa,KPPA,35.6129989624,-100.9960021973,Perry Lefors Field,Texas,3.80,3.00
1443,Parsons,KPPF,37.32989883,-95.5062027,Tri City Airport,Kansas,4.39,4.38
1444,Pittsfield,KPPQ,39.6389007568,-90.7783966064,Pittsfield Penstone Municipal Airport,Illinois,5.05,4.44
1445,Presque Isle,KPQI,46.68899918,-68.0447998,Northern Maine Regional Airport at Presque Isle,Maine,N/A,2.50
1446,Pascagoula,KPQL,30.4627990723,-88.5291976929,Trent Lott International Airport,Mississippi,4.55,4.93
1447,Pipestone,KPQN,43.9832992554,-96.3003005981,Pipestone Municipal Airport,Minnesota,3.95,3.85
1448,Paso Robles,KPRB,35.67290115,-120.6269989,Paso Robles Municipal Airport,California,3.87,3.80
1449,Prescott,KPRC,34.65449905,-112.4199982,Ernest A. Love Field,Arizona,4.58,4.88
1450,Paris,KPRG,39.7001991272,-87.6696014404,Edgar County Airport,Illinois,3.89,3.89
1451,Perry,KPRO,41.82799911,-94.15989685,Perry Municipal Airport,Iowa,4.10,3.40
1452,Paris,KPRX,33.6366004944,-95.4507980347,Cox Field,Texas,3.29,2.99
1453,Portales,KPRZ,34.1455001831,-103.4100036621,Portales Municipal Airport,New-Mexico,N/A,3.10
1454,Pasco,KPSC,46.2647018433,-119.1190032959,Tri Cities Airport,Washington,5.97,3.23
1455,Pittsfield,KPSF,42.4267997742,-73.2929000854,Pittsfield Municipal Airport,Massachusetts,N/A,3.63
1456,Dublin,KPSK,37.137298584,-80.6784973145,New River Valley Airport,Virginia,4.88,4.85
1457,Portsmouth,KPSM,43.0778999329,-70.8233032227,Portsmouth International at Pease Airport,New-Hampshire,3.07,3.78
1458,Palestine,KPSN,31.7796993256,-95.7062988281,Palestine Municipal Airport,Texas,3.00,2.89
1459,Pagosa Springs,KPSO,37.28630066,-107.0559998,Stevens Field,Colorado,4.85,5.80
1460,Palm Springs,KPSP,33.82970047,-116.5070037842,Palm Springs International Airport,California,5.80,5.27
1461,Petersburg,KPTB,37.1837997437,-77.5074005127,Dinwiddie County Airport,Virginia,4.20,3.60
1462,Potsdam,KPTD,44.67670059,-74.9484024,Potsdam Municipal-Damon field,New-York,4.97,4.15
1463,Pontiac,KPTK,42.6655006409,-83.4200973511,Oakland County International Airport,Michigan,3.10,1.50
1464,Patterson,KPTN,29.7094993591,-91.3389968872,Harry P Williams Memorial Airport,Louisiana,4.93,4.04
1465,Pittsburg,KPTS,37.4495010376,-94.7311019897,Atkinson Municipal Airport,Kansas,3.24,2.95
1466,Pratt,KPTT,37.70159912,-98.74690247,Pratt Industrial Airport,Kansas,3.77,3.73
1467,Porterville,KPTV,36.0295982361,-119.06300354,Porterville Municipal Airport,California,4.70,4.25
1468,Pottstown,KPTW,40.2396011353,-75.5567016602,Pottstown Limerick Airport,Pennsylvania,4.89,3.99
1469,Pueblo,KPUB,38.289100647,-104.4970016479,Pueblo Memorial Airport,Colorado,4.99,3.79
1470,Price,KPUC,39.61389923,-110.7509995,Carbon County Regional/Buck Davis Field,Utah,4.65,4.07
1471,Dallas,KPUJ,33.913306439,-84.9420833588,Paulding County Regional Airport,Georgia,4.54,3.44
1472,Platteville,KPVB,42.68939972,-90.44439697,Platteville Municipal Airport,Wisconsin,4.05,3.00
1473,Providence,KPVD,41.7326011658,-71.4204025269,Theodore Francis Green State Airport,Rhode-Island,7.32,6.47
1474,Norfolk,KPVG,36.7802009583,-76.4487991333,Hampton Roads Executive Airport,Virginia,4.69,3.49
1475,Pauls Valley,KPVJ,34.71110153,-97.22319794,Pauls Valley Municipal Airport,Oklahoma,4.09,3.89
1476,Provo,KPVU,40.2192001343,-111.7229995728,Provo Municipal Airport,Utah,5.45,4.93
1477,Plainview,KPVW,34.1680984497,-101.7170028687,Hale County Airport,Texas,3.20,2.00
1478,Oklahoma City,KPWA,35.53419876,-97.64710236,Wiley Post Airport,Oklahoma,4.69,4.22
1479,Waco,KPWG,31.48489952,-97.3164978,Mc Gregor Executive Airport,Texas,4.95,4.18
1480,Chicago/Prospect Heights/Wheeling,KPWK,42.114222,-87.901494,Chicago Executive Airport,Illinois,4.80,2.85
1481,Portland,KPWM,43.64619827,-70.30930328,Portland International Jetport Airport,Maine,4.82,3.47
1482,Bremerton,KPWT,47.4902000427,-122.7649993896,Bremerton National Airport,Washington,4.24,3.79
1483,Perry,KPXE,32.5106010437,-83.7673034668,Perry Houston County Airport,Georgia,3.12,3.20
1484,Plymouth,KPYM,41.9090003967,-70.7287979126,Plymouth Municipal Airport,Indiana,4.39,3.74
1485,Perryton,KPYX,36.4128990173,-100.7519989014,Perryton Ochiltree County Airport,Texas,3.25,2.73
1486,Riverside,KRAL,33.95190048,-117.4449997,Riverside Municipal Airport,California,3.50,3.00
1487,Rapid City,KRAP,44.04529953,-103.0569992065,Rapid City Regional Airport,South-Dakota,3.98,2.89
1488,Dallas,KRBD,32.6809005737,-96.8682022095,Dallas Executive Airport,Texas,3.20,3.00
1489,Roseburg,KRBG,43.2388000488,-123.3560028076,Roseburg Regional Airport,Oregon,4.99,3.39
1490,Red Bluff,KRBL,40.1506996155,-122.2519989014,Red Bluff Municipal Airport,California,5.00,4.30
1491,Walterboro,KRBW,32.9210014343,-80.6406021118,Lowcountry Regional Airport,South-Carolina,4.48,3.25
1492,Oklahoma City,KRCE,35.48809814,-97.82360077,Clarence E Page Municipal Airport,Oklahoma,4.76,3.95
1493,Warrensburg,KRCM,38.784198761,-93.8029022217,Skyhaven Airport,Missouri,3.82,3.24
1494,,KRCP,39.346592,-99.304649,Stockton / Rooks County Regional,Kansas,3.89,2.79
1495,Rochester,KRCR,41.0656013489,-86.1817016602,Fulton County Airport,Indiana,3.95,1.99
1496,Ladysmith,KRCX,45.496799469,-91.00050354,Rusk County Airport,Wisconsin,3.99,3.84
1497,Redding,KRDD,40.50899887,-122.2929993,Redding Municipal Airport,California,4.89,4.29
1498,Reading,KRDG,40.3785018921,-75.9652023315,Reading Regional Carl A Spaatz Field,Pennsylvania,4.89,3.16
1499,Redmond,KRDM,44.2541008,-121.1500015,Roberts Field,Indiana,4.51,4.69
1500,Raleigh/Durham,KRDU,35.8776016235,-78.7874984741,Raleigh Durham International Airport,North-Carolina,6.20,5.81
1501,Gonzales,KREG,30.1713667,-90.9403861,Louisiana Regional Airport,Louisiana,3.28,3.49
1502,Chicago/Rockford,KRFD,42.195400238,-89.0971984863,Chicago Rockford International Airport,Illinois,5.10,4.80
1503,Refugio,KRFG,28.2936000824,-97.3229980469,Rooke Field,Texas,4.45,4.25
1504,Red Wing,KRGK,44.58940125,-92.48500061,Red Wing Regional Airport,Wisconsin,3.75,3.20
1505,Rhinelander,KRHI,45.6311988831,-89.4674987793,Rhinelander Oneida County Airport,Wisconsin,4.63,3.89
1506,San Jose,KRHV,37.332901001,-121.8190002441,Reid Hillview of Santa Clara County Airport,California,4.29,3.39
1507,Richmond,KRIC,37.5051994324,-77.3197021484,Richmond International Airport,Virginia,5.67,3.53
1508,Richmond,KRID,39.7571983337,-84.8427963257,Richmond Municipal Airport,Indiana,4.43,3.79
1509,Richfield,KRIF,38.7364006042,-112.0989990234,Richfield Municipal Airport,Utah,4.50,3.14
1510,Rifle,KRIL,39.52629852,-107.7269974,Garfield County Regional Airport,Colorado,4.50,6.55
1511,Rancho Murieta,KRIU,38.4868011475,-121.1029968262,Rancho Murieta Airport,California,5.30,5.50
1512,Riverside,KRIV,33.88069916,-117.2590027,March ARB Airport,California,5.05,3.91
1513,Riverton,KRIW,43.064201355,-108.4599990845,Riverton Regional Airport,Wyoming,4.80,4.80
1514,Rockland,KRKD,44.06010056,-69.09919739,Knox County Regional Airport,Maine,5.60,4.30
1515,Rockport,KRKP,28.0867996216,-97.0446014404,Aransas County Airport,Texas,3.70,3.80
1516,Rock Springs,KRKS,41.59420013,-109.0650024,Rock Springs Sweetwater County Airport,Wyoming,4.49,3.99
1517,Rockwood,KRKW,35.9222984314,-84.6896972656,Rockwood Municipal Airport,Tennessee,4.65,4.25
1518,Richland,KRLD,46.3055992126,-119.3040008545,Richland Airport,Washington,4.45,2.88
1519,Rome,KRME,43.23379898,-75.40699768,Griffiss International Airport,New-York,3.07,3.78
1520,Rome,KRMG,34.3506011963,-85.1579971313,Richard B Russell Airport,Georgia,4.11,2.50
1521,Stafford,KRMN,38.3981018066,-77.4554977417,Stafford Regional Airport,Virginia,4.50,3.75
1522,Marshall,KRMY,42.2512016296,-84.9554977417,Brooks Field,Colorado,4.55,4.80
1523,Mc Minnville,KRNC,35.69869995,-85.84380341,Warren County Memorial Airport,Tennessee,3.35,3.24
1524,Ramona,KRNM,33.0391998291,-116.9150009155,Ramona Airport,California,4.25,3.50
1525,Reno,KRNO,39.4990997314,-119.7679977417,Reno Tahoe International Airport,Nevada,3.95,2.75
1526,Renton,KRNT,47.4930992126,-122.216003418,Renton Municipal Airport,Washington,4.07,3.82
1527,Cleveland,KRNV,33.76110077,-90.75789642,Cleveland Municipal Airport,Mississippi,4.72,4.36
1528,Roanoke,KROA,37.3255004883,-79.975402832,Roanoke Regional Woodrum Field,Virginia,5.80,5.36
1529,Rochester,KROC,43.1189002991,-77.6724014282,Greater Rochester International Airport,New-York,5.15,4.52
1530,Rogers,KROG,36.37229919,-94.10690308,Rogers Municipal Carter Field,Arkansas,4.68,4.38
1531,Rush City,KROS,45.69800186,-92.95300293,Rush City Regional Airport,Minnesota,4.19,3.39
1532,Roswell,KROW,33.3016014099,-104.53099823,Roswell International Air Center Airport,New-Mexico,5.30,6.25
1533,Roseau,KROX,48.85599899,-95.6969986,Roseau Municipal Rudy Billberg Field,Minnesota,4.95,4.85
1534,Rice Lake,KRPD,45.41899872,-91.77349854,Rice Lake Regional Carl's Field,Wisconsin,4.05,4.10
1535,Graham,KRPH,33.1101989746,-98.5552978516,Graham Municipal Airport,Texas,2.36,2.89
1536,Roundup,KRPX,46.4749984741,-108.5429992676,Roundup Airport,Montana,3.90,3.10
1537,Big Rapids,KRQB,43.7225990295,-85.5040969849,Roben Hood Airport,Michigan,4.50,4.00
1538,Ruston,KRSN,32.5144004822,-92.5916976929,Ruston Regional Airport,Louisiana,4.47,2.64
1539,Rochester,KRST,43.9082984924,-92.5,Rochester International Airport,Minnesota,4.93,6.30
1540,Robinson,KRSV,39.0159988403,-87.6498031616,Robinson Municipal Airport,Illinois,4.25,4.15
1541,Fort Myers,KRSW,26.5361995697,-81.7552032471,Southwest Florida International Airport,Florida,5.53,3.81
1542,Raton,KRTN,36.74150085,-104.5019989,Raton Municipal-Crews Field,New-Mexico,3.50,3.50
1543,Reno,KRTS,39.6674003601,-119.875999451,Reno Stead Airport,Nevada,3.99,4.55
1544,Russellville,KRUE,35.25910187,-93.09329987,Russellville Regional Airport,Arkansas,3.85,3.50
1545,Rugby,KRUG,48.3903999329,-100.0240020752,Rugby Municipal Airport,North-Dakota,4.75,N/A
1546,Salisbury,KRUQ,35.64590073,-80.52030182,Rowan County Airport,North-Carolina,3.98,4.55
1547,Rutland,KRUT,43.52939987,-72.94960022,Rutland - Southern Vermont Regional Airport,Vermont,4.66,4.41
1548,Reidsville,KRVJ,32.0589981079,-82.1517028809,Swinton Smith Field at Reidsville Municipal Airport,Georgia,4.45,3.90
1549,Reedsville,KRVL,40.6773986816,-77.6268005371,Mifflin County Airport,Pennsylvania,4.35,N/A
1550,Tulsa,KRVS,36.0396003723,-95.9845962524,Richard Lloyd Jones Jr Airport,Oklahoma,4.35,3.00
1551,Rocky Mount,KRWI,35.856300354,-77.8918991089,Rocky Mount Wilson Regional Airport,North-Carolina,3.50,3.10
1552,Rawlins,KRWL,41.80559921,-107.1999969,Rawlins Municipal Harvey Field,Wyoming,4.80,4.65
1553,Winamac,KRWN,41.092300415,-86.6128997803,Arens Field,Indiana,3.81,2.93
1554,Rexburg,KRXE,43.8339004517,-111.805000305,Rexburg Madison County Airport,Idaho,4.20,3.70
1555,Tucson,KRYN,32.14220047,-111.1750030518,Ryan Field,Arizona,4.49,3.90
1556,Atlanta,KRYY,34.01319885,-84.59860229,Cobb County-Mc Collum Field,Georgia,5.42,4.41
1557,Rensselaer,KRZL,40.9478988647,-87.1826019287,Jasper County Airport,Indiana,3.26,2.93
1558,Siren,KRZN,45.8227005005,-92.3724975586,Burnett County Airport,Wisconsin,3.99,3.59
1559,Cleveland,KRZR,35.2123364,-84.7991994,Cleveland Regional Jetport C,Tennessee,3.60,3.39
1560,Chillicothe,KRZT,39.4403991699,-83.0231018066,Ross County Airport,Ohio,4.48,4.02
1561,Ashland,KS03,42.1902999878,-122.661003113,Ashland Municipal Sumner Parker Field,Oregon,4.30,4.39
1562,Chelan,KS10,47.8660011292,-119.9430007935,Lake Chelan Airport,Washington,4.93,3.94
1563,Albany,KS12,44.6377983093,-123.0589981079,Albany Municipal Airport,Oregon,3.79,3.99
1564,Sunriver,KS21,43.8763008118,-121.45300293,Sunriver Airport,Oregon,5.05,3.95
1565,"Fremont, Ohio",KS24,41.29575,-83.0372222,Sandusky County Regional Airport,Ohio,4.86,3.95
1566,Watford City,KS25,47.79570007,-103.2539978,Watford City Municipal Airport,North-Dakota,3.99,3.99
1567,Kalispell,KS27,48.1786003113,-114.3040008545,Kalispell City Airport,Montana,5.05,5.15
1568,Madras,KS33,44.67020035,-121.1549988,Madras Municipal Airport,Oregon,5.05,4.40
1569,Prineville,KS39,44.2869987488,-120.9039993286,Prineville Airport,Oregon,4.10,3.75
1570,Winthrop,KS52,48.4249000549,-120.1460037231,Methow Valley State Airport,Washington,4.40,3.95
1571,Libby,KS59,48.2837982178,-115.4899978638,Libby Airport,Montana,4.50,3.59
1572,Payette,KS75,44.0915985107,-116.9010009766,Payette Municipal Airport,Idaho,4.50,3.97
1573,Saratoga,KSAA,41.4449005127,-106.8239974976,Shively Field,Wyoming,4.80,4.75
1574,Sacramento,KSAC,38.5125007629,-121.4929962158,Sacramento Executive Airport,California,3.73,4.39
1575,Safford,KSAD,32.85480118,-109.6350021,Safford Regional Airport,Arizona,3.90,2.90
1576,Santa Fe,KSAF,35.617099762,-106.088996887,Santa Fe Municipal Airport,New-Mexico,4.49,3.99
1577,San Diego,KSAN,32.7336006165,-117.1900024414,San Diego International Airport,California,4.69,3.99
1578,Sparta,KSAR,38.1488990784,-89.6986999512,Sparta Community Hunter Field,Illinois,3.45,2.85
1579,San Antonio,KSAT,29.533700943,-98.4698028564,San Antonio International Airport,Texas,6.95,5.59
1580,Savannah,KSAV,32.12760162,-81.20210266,Savannah Hilton Head International Airport,Georgia,6.97,4.96
1581,Marquette,KSAW,46.3535995483,-87.395401001,Sawyer International Airport,Michigan,5.00,4.58
1582,Santa Barbara,KSBA,34.42620087,-119.8399963,Santa Barbara Municipal Airport,California,3.93,5.66
1583,San Bernardino,KSBD,34.0954017639,-117.2350006104,San Bernardino International Airport,California,3.79,3.23
1584,Sheboygan,KSBM,43.76959991,-87.85140228,Sheboygan County Memorial Airport,Wisconsin,4.39,4.49
1585,South Bend,KSBN,41.7086982727,-86.3172988892,South Bend Regional Airport,Indiana,3.99,3.95
1586,Swainsboro,KSBO,32.6091003418,-82.3699035645,Emanuel County Airport,Georgia,4.25,4.20
1587,San Luis Obispo,KSBP,35.2368011475,-120.641998291,San Luis County Regional Airport,California,3.87,3.66
